Date,blockchain/utxo_count
2011-12-13,1235514.0
2011-12-14,1238174.0
2011-12-15,1240411.0
2011-12-16,1240828.0
2011-12-17,1242201.0
2011-12-18,1244778.0
2011-12-19,1245979.0
2011-12-20,1244182.0
2011-12-21,1246022.0
2011-12-22,1248764.0
2011-12-23,1251457.0
2011-12-24,1253670.0
2011-12-25,1256434.0
2011-12-26,1258992.0
2011-12-27,1260417.0
2011-12-28,1262165.0
2011-12-29,1264130.0
2011-12-30,1266337.0
2011-12-31,1266391.0
2012-01-01,1266473.0
2012-01-02,1265326.0
2012-01-03,1265574.0
2012-01-04,1265092.0
2012-01-05,1263983.0
2012-01-06,1261728.0
2012-01-07,1261111.0
2012-01-08,1262196.0
2012-01-09,1261097.0
2012-01-10,1257030.0
2012-01-11,1253920.0
2012-01-12,1255068.0
2012-01-13,1257432.0
2012-01-14,1260437.0
2012-01-15,1261566.0
2012-01-16,1263291.0
2012-01-17,1265346.0
2012-01-18,1266597.0
2012-01-19,1268710.0
2012-01-20,1270918.0
2012-01-21,1272095.0
2012-01-22,1275170.0
2012-01-23,1279100.0
2012-01-24,1280672.0
2012-01-25,1282366.0
2012-01-26,1284095.0
2012-01-27,1285352.0
2012-01-28,1287854.0
2012-01-29,1289911.0
2012-01-30,1293100.0
2012-01-31,1294561.0
2012-02-01,1297657.0
2012-02-02,1299863.0
2012-02-03,1302897.0
2012-02-04,1304656.0
2012-02-05,1307407.0
2012-02-06,1309389.0
2012-02-07,1311959.0
2012-02-08,1315911.0
2012-02-09,1318617.0
2012-02-10,1320262.0
2012-02-11,1322127.0
2012-02-12,1326300.0
2012-02-13,1329684.0
2012-02-14,1331719.0
2012-02-15,1335297.0
2012-02-16,1336750.0
2012-02-17,1338953.0
2012-02-18,1343238.0
2012-02-19,1347266.0
2012-02-20,1350739.0
2012-02-21,1352357.0
2012-02-22,1355968.0
