Date,indicators/sopr_adjusted
2013-02-23,"1,02712368824052"
2013-02-24,"1,05457531399206"
2013-02-25,"1,16432738139599"
2013-02-26,"1,05305459103353"
2013-02-27,"1,02970120246307"
2013-02-28,"1,11970191335016"
2013-03-01,"1,07239022491485"
2013-03-02,"1,04706312324788"
2013-03-03,"1,04881498786595"
2013-03-04,"1,07227388093658"
2013-03-05,"1,14586616623452"
2013-03-06,"1,19085672183807"
2013-03-07,"1,06804190179571"
2013-03-08,"1,0520327398691"
2013-03-09,"1,09330230231628"
2013-03-10,"1,07419546904803"
2013-03-11,"1,09134883458525"
2013-03-12,"1,04672453321918"
2013-03-13,"1,08282747121808"
2013-03-14,"1,07165879548016"
2013-03-15,"1,07157669216407"
2013-03-16,"1,04471036256502"
2013-03-17,"1,04851766560313"
2013-03-18,"1,05548148234829"
