Date,market/marketcap_realized_usd
2017-05-23,11052585324.6427
2017-05-24,11251459240.6279
2017-05-25,11587474106.7416
2017-05-26,11711663295.0616
2017-05-27,11708060251.5241
2017-05-28,11767711469.5485
2017-05-29,11827712621.1656
2017-05-30,11909240003.3153
2017-05-31,12007019260.3357
2017-06-01,12147649059.4645
2017-06-02,12234840913.3535
2017-06-03,12344930864.7297
2017-06-04,12430291429.3144
2017-06-05,12556307181.817
2017-06-06,12744348286.0295
2017-06-07,12866527597.8313
2017-06-08,12970418953.4787
2017-06-09,13097284187.6366
2017-06-10,13252001284.2649
2017-06-11,13373913860.1093
2017-06-12,13573257242.3361
2017-06-13,13719100344.8751
2017-06-14,13832199665.6272
2017-06-15,13787448793.9329
2017-06-16,13870629522.4774
2017-06-17,13920578631.9717
2017-06-18,14047170816.5889
2017-06-19,14138868753.8174
2017-06-20,14252033050.3489
2017-06-21,14344803284.7973
2017-06-22,14427261926.8721
2017-06-23,14498613706.5446
2017-06-24,14544940773.0117
2017-06-25,14562909303.9624
2017-06-26,14570668403.1864
2017-06-27,14581581699.8855
2017-06-28,14660055417.6217
2017-06-29,14733600375.882
2017-06-30,14820529831.0065
2017-07-01,14840920909.3291
2017-07-02,14872654118.521
2017-07-03,14946825213.7636
2017-07-04,15006096886.8762
2017-07-05,15082463095.0284
2017-07-06,15133245789.3194
2017-07-07,15216997752.2358
2017-07-08,15242553341.7027
2017-07-09,15272412883.3757
2017-07-10,15285156432.5478
2017-07-11,15289129544.7417
2017-07-12,15292200053.325
2017-07-13,15325957140.4361
2017-07-14,15331333718.2549
2017-07-15,15284877498.7607
2017-07-16,15233046291.0167
2017-07-17,15278957897.6673
2017-07-18,15347009818.5509
2017-07-19,15402352123.2915
2017-07-20,15509999714.2831
2017-07-21,15643974890.9614
2017-07-22,15734064132.3827
2017-07-23,15796796556.0536
2017-07-24,15876381786.2665
2017-07-25,16038148748.5472
2017-07-26,16059896482.2759
2017-07-27,16180636555.8559
2017-07-28,16500247320.4186
2017-07-29,16802133043.6716
2017-07-30,17139445113.0644
2017-07-31,17607113936.295
2017-08-01,17851276277.1569
2017-08-02,18014035498.9692
2017-08-03,18210806102.0411
2017-08-04,18590252605.6087
2017-08-05,18935780507.1126
2017-08-06,19344519918.2009
2017-08-07,19732061861.0522
2017-08-08,20110022713.6622
2017-08-09,20348384765.8219
2017-08-10,20529328134.767
2017-08-11,20707739779.3125
2017-08-12,20996291678.2478
2017-08-13,21299242388.3531
2017-08-14,21652649715.5154
2017-08-15,21910312323.0219
2017-08-16,22113353932.3126
2017-08-17,22489526911.6695
2017-08-18,22709970156.4783
2017-08-19,22943305519.3201
2017-08-20,23235795188.57
2017-08-21,23378516461.0736
