Date,mining/thermocap
2017-10-11,3267546338.6005497
2017-10-12,3277324872.0310173
2017-10-13,3286872934.2774835
2017-10-14,3296863642.1732297
2017-10-15,3310570778.9621124
2017-10-16,3322918584.0894146
2017-10-17,3334459777.081172
2017-10-18,3344664298.4963512
2017-10-19,3357247979.373711
2017-10-20,3370205954.8464446
2017-10-21,3381828694.451788
2017-10-22,3395300660.4441032
2017-10-23,3407869940.141648
2017-10-24,3419700558.7240014
2017-10-25,3432540280.647215
2017-10-26,3445656342.0672
2017-10-27,3453231718.0724144
2017-10-28,3459358092.782043
2017-10-29,3470690417.574934
2017-10-30,3481941570.6769896
2017-10-31,3492713743.820248
2017-11-01,3505413167.899647
2017-11-02,3518507786.18708
2017-11-03,3529283823.139291
2017-11-04,3541094897.4122148
2017-11-05,3554275646.2780676
2017-11-06,3566302666.8688154
2017-11-07,3580163922.958747
2017-11-08,3593454575.031051
2017-11-09,3607312482.527047
2017-11-10,3617758442.6683493
2017-11-11,3624314551.3441668
2017-11-12,3630417573.1945004
2017-11-13,3641532814.2047772
2017-11-14,3652076923.417653
2017-11-15,3665471741.9007163
2017-11-16,3679642056.713278
2017-11-17,3695993811.034773
2017-11-18,3709100747.867864
2017-11-19,3724770503.460899
2017-11-20,3742517997.4173455
2017-11-21,3760200130.879004
2017-11-22,3775379630.187393
2017-11-23,3791442308.8851867
2017-11-24,3806677307.576109
2017-11-25,3823204722.7650685
2017-11-26,3840592770.83495
2017-11-27,3861054944.8645153
2017-11-28,3880306220.018653
2017-11-29,3902912681.593699
2017-11-30,3923698550.6494737
2017-12-01,3946964338.931542
2017-12-02,3969004007.1046357
2017-12-03,3993894037.5252814
2017-12-04,4019632308.7956295
2017-12-05,4045660657.5125427
2017-12-06,4075468023.890639
2017-12-07,4104559377.617553
2017-12-08,4135646828.2197247
2017-12-09,4169000830.561753
2017-12-10,4198904899.8480744
2017-12-11,4234255645.1988597
2017-12-12,4267439705.240318
2017-12-13,4306721101.325471
2017-12-14,4345079922.151507
2017-12-15,4381977126.257207
2017-12-16,4421248813.355726
2017-12-17,4466135871.249983
2017-12-18,4508956735.320318
2017-12-19,4541095206.735131
2017-12-20,4569747486.4649
2017-12-21,4596626180.931519
2017-12-22,4623455881.692579
2017-12-23,4649453987.197611
2017-12-24,4675975699.767667
2017-12-25,4699765055.460244
2017-12-26,4726949917.797439
2017-12-27,4757412633.930847
2017-12-28,4783998656.601735
2017-12-29,4814001429.165309
2017-12-30,4838645934.811415
2017-12-31,4865886548.710605
2018-01-01,4892061896.811974
2018-01-02,4921749429.869661
2018-01-03,4951145797.952007
2018-01-04,4982301433.342622
2018-01-05,5010534399.970601
2018-01-06,5045524730.821196
2018-01-07,5078981093.343824
2018-01-08,5110757646.322063
2018-01-09,5141263789.364491
2018-01-10,5170745288.498096
2018-01-11,5203807735.97144
2018-01-12,5234202192.477068
2018-01-13,5260685656.699529
2018-01-14,5287204206.798276
2018-01-15,5313082997.566475
2018-01-16,5337277102.796808
2018-01-17,5359581323.809713
2018-01-18,5384423531.40454
2018-01-19,5408148677.978173
2018-01-20,5435829056.231887
2018-01-21,5463606134.384342
2018-01-22,5486795790.581685
2018-01-23,5510487723.34127
2018-01-24,5534657734.922409
2018-01-25,5556928178.771994
2018-01-26,5578238113.667844
2018-01-27,5600222914.705956
2018-01-28,5622987899.832937
2018-01-29,5643718212.826492
2018-01-30,5665893631.4201975
2018-01-31,5680492546.905953
2018-02-01,5699482758.474916
2018-02-02,5717441204.2387295
2018-02-03,5735038266.912076
2018-02-04,5754460902.327402
2018-02-05,5772063432.285758
2018-02-06,5786548053.602991
2018-02-07,5800486033.379644
2018-02-08,5813926801.507977
2018-02-09,5827848331.639179
